years_experience,annual_salary
5.11,37172.39
13.33,63713.88
13.52,73192.91
10.48,71253.59
10.54,68395.85
8.33,57269.58
7.0,59487.82
12.68,69537.65
14.95,69415.71
16.27,79142.83
6.16,46063.29
17.15,80942.02
6.05,51072.49
6.1,53825.79
16.12,67563.17
19.39,91692.6
18.64,67030.82
2.22,32042.96
5.77,44371.35
15.2,92402.44
16.12,93247.11
10.09,67757.46
0.32,18449.28
10.04,51989.27
0.62,18411.85
5.63,56910.62
13.14,63696.67
2.69,31337.61
14.25,67676.12
12.43,58431.66
8.59,57739.53
7.44,52277.6
18.29,71230.18
11.06,53306.47
17.78,89264.47
8.25,53293.25
11.89,63417.36
19.09,96668.03
2.48,22141.76
5.26,38634.71
18.33,93312.87
8.44,49345.95
5.44,46542.85
19.95,85643.94
2.04,25563.86
12.23,53550.43
15.76,63708.21
15.73,76264.15
8.84,59529.13
0.88,27158.88
16.82,93154.18
16.05,78049.23
4.75,24655.54
6.81,51590.47
10.25,52253.24
2.28,33997.1
16.41,64155.66
18.44,87346.61
6.16,52195.14
18.48,94325.9
16.02,79054.93
14.56,75537.13
19.38,88863.27
6.49,45339.12
18.31,94109.19
1.97,25889.15
9.56,53245.8
11.04,51004.4
2.46,38770.32
14.75,74055.89
9.5,48158.99
9.11,63466.63
11.63,64892.42
2.69,28055.43
4.0,45706.66
3.61,34480.36
19.04,78644.3
15.46,86355.33
10.58,54887.61
13.19,94887.46
13.0,66497.08
5.25,26804.44
1.73,44661.85
11.1,62959.57
5.26,45024.86
17.47,88762.0
4.72,30203.39
11.46,47331.66
8.4,69601.5
14.86,64061.34
19.01,104221.51
8.23,57586.94
0.89,29071.79
13.23,67120.36
2.58,52079.82
2.09,26339.15
13.23,65556.6
2.06,37147.62
2.58,28198.17
8.78,47211.54
9.05,55772.21
18.27,94035.89
5.52,58941.24
8.02,69309.0
14.15,59777.12
16.54,90809.5
6.98,41144.78
12.62,61280.67
12.48,63956.81
6.06,40978.89
2.37,24326.57
13.65,53754.58
5.36,54923.14
6.37,54054.64
11.45,64522.38
3.22,28106.01
4.83,51376.62
8.92,55308.26
17.57,81483.69
15.45,65495.78
6.35,51129.3
6.04,43061.65
19.75,95795.59
13.07,71678.29
13.71,77665.5
1.1,30191.72
2.1,29503.75
5.89,49644.71
16.84,91144.08
18.21,100714.71
3.82,29004.87
14.28,83488.63
17.48,73084.29
17.58,94237.6
9.18,51991.24
5.18,49446.57
19.13,103480.97
5.53,45795.31
5.05,42309.9
4.11,38610.61
10.65,58512.81
2.14,41498.19
11.41,64085.9
18.87,73656.26
10.1,67421.16
19.31,99227.46
18.11,88744.2
15.85,74155.35
12.16,58282.3
17.61,80364.62
11.1,65439.38
4.14,24755.76
18.5,93157.89
10.04,60733.79
18.15,98840.55
7.86,58130.18
6.71,42716.24
15.32,65092.25
12.69,62841.37
8.79,66830.63
17.57,88856.14
10.33,65939.07
0.26,20861.9
13.86,77402.38
1.26,17259.66
9.62,66158.78
3.84,29202.15
4.84,26143.53
19.6,111685.72
2.27,34022.64
15.15,78897.17
12.75,54661.51
3.9,43633.47
18.71,97561.81
4.03,37504.79
10.31,68210.19
15.81,89700.61
15.27,82655.76
6.39,30049.78
16.79,74536.19
19.24,105841.93
9.48,58840.46
13.05,71357.11
7.29,43862.74
7.08,44686.0
9.39,67421.31
3.94,50787.09
13.79,79635.78
3.31,41002.83
0.1,30375.64
8.79,55200.34
1.53,20720.14
11.25,53012.33
10.41,71943.97
2.75,34345.11
4.92,46036.34
0.49,28397.71
11.88,68668.64
5.86,48260.21
14.26,80488.14
12.6,62947.38
7.47,60610.39
0.43,20618.76
6.4,49327.21
6.5,38276.53
6.65,46956.31
19.07,86462.39
3.29,36712.89
5.4,49787.38
16.65,83876.35
18.5,105447.9
9.37,64147.35
10.8,60975.79
1.06,28011.24
16.16,84584.79
11.89,72253.81
9.58,48658.29
6.05,51273.52
8.88,46399.24
14.71,80790.64
1.62,39454.97
10.14,62874.85
0.69,8818.7
15.45,64798.87
4.22,44272.99
18.07,68607.05
9.52,63205.64
9.15,64887.07
7.21,59306.06
10.33,59213.46
6.76,52170.0
7.2,51865.86
3.91,26910.23
6.9,55125.16
16.23,92943.87
4.91,47713.56
16.43,78466.36
17.23,91211.49
13.33,82024.46
0.61,36477.78
11.22,72487.32
16.66,70585.54
7.32,53790.55
5.66,49962.72
6.43,55805.65
8.46,58740.34
1.4,42327.45
4.75,27015.2
12.94,74752.25
9.45,61905.87
4.95,49535.63
18.62,102498.53
5.91,38581.72
2.59,46120.57
3.99,45473.55
5.93,44263.62
10.45,54308.78
1.33,31212.96
17.1,87131.36
17.55,89152.86
6.37,42268.95
15.51,84146.58
11.99,63734.17
16.91,93913.68
5.54,58069.29
12.2,61215.71
1.45,30567.76
0.19,33438.95
17.49,88435.89
5.89,34798.15
8.91,63097.14
4.64,36378.38
17.54,87980.28
7.69,43965.04
3.58,43895.08
12.16,64191.17
4.11,46585.85
5.21,41529.24
13.46,68245.79
19.18,95443.25
15.1,69241.7
2.48,48075.83
6.25,48363.96
15.93,76215.46
5.5,41065.59
14.8,76945.45
9.44,65992.09
17.69,79752.46
7.18,47190.17
18.69,90023.92
8.15,65860.2
14.52,83829.65
3.9,51384.99
10.62,62403.54
6.2,58171.49
0.25,36029.07
8.75,61183.26
3.45,43290.74
19.17,87344.38
16.17,96227.65
14.79,74805.58
9.07,61210.85
5.18,48550.92
6.49,36734.67
4.09,38896.71
11.04,65259.21
16.23,80882.27
3.75,37804.88
0.09,37259.8
2.51,27175.34
9.22,47115.19
0.37,21609.79
8.07,102581.99
2.22,39514.48
2.16,37391.71
14.25,-4512.25
19.99,97013.12
3.89,34469.6
4.59,33509.99
5.93,35652.33
15.7,78140.28
10.12,66719.31
11.41,66842.68
10.93,63439.08
18.75,82172.99
0.7,48073.85
3.16,29450.42
7.64,52712.81
9.76,67186.31
2.28,33314.24
17.86,81066.36
13.56,78919.41
18.64,79540.59
18.82,104792.47
10.25,63135.19
17.06,82683.3
14.74,65241.76
7.21,41019.75
13.15,70597.7
19.05,106834.3
15.28,80344.44
14.19,77435.32
4.44,43619.86
16.62,102091.33
7.79,48745.41
12.48,81209.2
13.55,69252.26
10.3,55438.0
3.31,35954.08
13.95,73145.59
4.94,46803.07
5.31,24983.65
2.54,35058.28
12.4,63605.98
2.35,27426.78
6.9,38798.96
17.79,84348.12
9.06,52581.77
17.89,84202.28
9.85,46381.33
3.58,38303.56
15.18,71791.07
7.07,36661.04
19.33,88263.45
5.24,37156.44
16.44,82879.42
9.88,55078.14
16.84,72352.93
3.66,30705.71
12.67,55543.58
2.26,42020.02
16.11,91769.0
4.71,52847.07
8.55,50211.5
13.12,81295.16
9.56,61731.01
15.58,72945.54
13.76,68143.78
2.61,32752.56
15.47,79962.01
8.47,57547.0
11.96,66828.75
4.33,37371.96
8.46,65433.14
16.34,81291.02
18.53,88470.07
18.77,88970.54
14.0,73100.62
1.58,19624.34
8.85,47959.55
3.86,58082.88
13.95,60629.67
3.23,38470.19
19.55,96170.53
3.89,46719.29
1.05,31624.21
16.87,99175.22
4.05,41076.16
0.48,37463.73
10.96,71685.21
19.38,105182.29
5.35,43923.54
8.17,56793.76
4.74,38648.27
11.16,65336.98
6.46,49315.14
11.83,49776.18
9.56,57316.32
18.58,97143.05
13.4,61099.71
13.65,64890.85
9.73,68297.85
6.06,56965.18
6.28,42011.28
10.08,61671.28
3.84,37809.36
2.65,43685.68
7.45,46798.78
2.61,31104.11
4.62,51879.45
10.7,54425.02
15.8,76322.97
4.5,41797.2
15.83,92606.67
0.31,16540.21
19.94,89106.89
10.34,65926.13
9.52,64287.71
13.01,72231.36
9.5,57328.54
8.16,54598.78
7.42,38910.68
19.56,94259.69
17.23,97161.75
10.05,49607.55
16.73,77279.28
2.98,32261.23
10.59,59389.74
9.0,71242.91
6.5,40286.49
18.37,80237.1
16.65,89443.1
18.14,83321.16
12.7,75766.58
7.52,49758.99
15.14,81649.04
2.17,20056.67
17.06,88360.82
0.58,28756.92
16.36,80231.82
14.08,64413.93
1.77,32926.91
2.94,41082.22
9.05,52418.17
6.0,41899.32
17.35,92061.6
3.86,52180.12
8.34,61712.55
5.21,45068.68
2.54,31956.94
5.19,42961.89
17.2,74595.17
14.31,73849.93
18.28,97955.88
8.11,53686.63
4.81,36824.89
0.53,29709.36
9.9,59406.93
0.79,17903.89
0.09,18030.81
12.09,79592.11
3.3,28249.01
11.2,57772.2
11.47,67477.29
14.48,72134.63
7.66,52528.08
14.1,81263.89
7.32,38240.94
1.96,37879.07
6.2,42040.19
0.15,23241.1
9.25,72749.03
14.81,65600.79
15.69,84657.95
4.64,50271.01
2.11,26926.77
3.71,32638.27
19.67,90910.57
6.24,41331.55
8.59,55581.68
1.51,37434.71
15.79,77347.25
8.97,63822.76
1.75,42325.94
9.46,61554.41
14.27,79133.09
9.46,53361.02
19.37,71820.56
17.43,90702.1
10.3,67408.3
18.81,92775.09
16.23,89075.3
7.37,46392.8
15.43,83146.81
10.12,72186.81
10.78,68063.16
10.41,72185.52
16.07,92050.75
18.37,79529.14
6.39,53119.69
12.84,64878.84
12.57,60128.75
17.75,84839.57
8.94,70338.09
3.8,33960.84
4.06,25150.28
1.03,17032.49
2.01,35878.03
6.02,40014.77
2.05,15833.92
17.42,74735.5
7.24,51676.64
7.37,57028.6
15.15,74459.72
6.03,51285.46
14.3,82382.2
16.45,76299.93
7.2,49242.71
9.56,53642.98
6.44,51867.07
8.46,49723.62
11.61,55946.88
6.99,49895.47
9.28,66372.07
9.92,63820.24
0.49,34769.95
3.27,43807.6
10.83,63233.39
0.05,20405.64
14.08,67335.72
18.11,75689.69
15.09,87336.24
6.28,44345.74
9.0,42850.7
13.01,80424.78
13.61,73384.72
19.55,101166.94
9.86,57416.33
4.99,36121.25
7.24,53919.42
18.45,93800.09
12.65,67050.46
17.29,96005.82
14.48,83249.74
19.31,97098.24
10.02,51206.33
19.0,81486.5
17.72,96604.46
16.86,66509.86
18.78,90008.69
10.51,62960.79
14.86,73080.33
11.11,63590.93
15.53,82700.64
15.28,73764.91
15.17,85139.58
8.57,59651.24
15.93,79300.48
17.53,79742.8
12.73,68812.56
9.09,73711.07
17.06,78667.95
15.57,91737.77
9.39,43830.55
11.6,58704.54
13.72,68666.73
13.77,80775.22
6.22,47215.46
5.85,55968.99
17.75,84453.14
18.74,90159.9
8.04,50515.11
18.27,105147.59
9.41,48986.53
3.34,32638.59
14.66,68477.93
0.92,32798.46
2.28,23846.07
18.82,105447.56
10.35,61878.96
5.33,46945.39
9.61,62333.48
11.56,65311.96
12.78,70697.4
6.96,50053.41
7.75,56272.15
11.0,56904.47
12.53,60929.89
18.43,96062.7
7.85,52443.99
17.49,70176.49
19.86,90723.75
6.78,60970.04
0.55,25626.9
12.09,63058.05
18.07,76296.99
1.07,24194.58
3.94,29490.46
13.52,75764.17
16.19,82070.04
1.73,28157.11
7.27,44363.91
4.77,53923.22
19.3,86898.82
13.65,67160.03
9.51,56350.95
17.25,84539.71
10.75,66492.73
18.23,96236.95
4.78,48561.17
0.55,46352.84
8.57,41468.7
4.09,41146.22
16.71,79337.12
10.66,78382.73
5.77,46611.28
15.47,62912.8
10.54,65355.69
10.06,62330.29
3.62,43717.25
19.9,88876.82
13.18,73753.88
17.1,82673.75
15.19,72810.37
10.06,62947.16
0.19,26903.49
13.33,80067.34
2.01,32268.01
19.23,97133.77
4.99,32789.08
7.35,61869.44
11.03,57391.56
10.05,67406.46
13.1,72965.31
15.67,80931.92
15.15,84117.84
18.16,71446.14
9.4,53305.96
10.68,68361.12
17.48,101562.15
5.65,44568.31
4.92,22713.38
0.18,23100.89
14.77,76212.44
13.75,82006.67
5.53,44757.17
2.6,23880.28
0.85,35685.14
9.76,63696.94
3.87,32951.01
15.87,86296.78
19.0,87129.45
15.54,76994.5
17.03,80374.17
19.82,91875.93
14.82,84110.81
11.35,50426.37
16.2,90533.82
11.28,65880.22
8.65,52155.37
0.65,27441.45
12.86,62736.82
17.95,74772.47
13.86,66474.38
8.08,38126.32
12.34,57361.82
16.26,68924.92
15.28,88287.36
9.82,49108.8
7.23,49987.42
7.94,61714.36
18.16,95354.35
3.4,34528.67
17.26,83083.96
3.91,40111.07
19.62,110560.11
8.97,-15067.5
14.67,81685.89
14.59,94187.38
15.45,81299.78
15.79,89440.58
0.78,31557.03
5.47,47838.67
4.59,33372.95
13.97,64868.31
13.67,68733.69
5.94,52847.83
15.87,87223.66
6.23,57478.93
6.86,48916.64
7.98,57221.5
14.89,81457.24
0.24,24964.5
18.13,85880.29
13.84,61563.86
11.73,64841.61
4.75,40781.21
15.71,89061.03
17.46,95959.11
10.03,61273.98
5.85,61979.32
7.61,53158.63
8.33,62400.93
6.12,45613.48
14.24,65731.99
6.84,45550.45
16.42,94277.61
9.27,55344.76
12.58,65295.23
18.96,91324.14
8.92,53107.78
3.41,46474.31
11.0,78578.2
9.93,59814.77
15.65,84104.48
17.2,92988.96
14.25,75751.77
19.43,85978.53
5.38,40568.09
4.78,45039.87
5.83,48540.57
13.42,57626.0
4.65,37784.9
1.77,25293.16
19.55,100498.89
6.29,41436.83
4.45,36878.45
7.17,46143.7
3.17,42420.41
0.72,35254.5
6.11,50325.44
6.76,57501.68
16.22,91654.46
8.71,41012.1
14.74,81307.95
14.71,73541.49
15.78,70175.46
18.37,86737.75
9.97,65751.08
2.08,43918.71
0.77,16945.61
3.74,43030.99
16.58,98769.85
11.49,79850.49
2.8,7181.84
2.65,51715.58
17.83,95093.53
10.4,42943.06
3.44,30907.55
17.93,97834.45
14.41,78333.19
9.56,53852.16
9.3,58086.28
13.45,76452.98
6.77,44047.49
20.0,93976.77
15.69,87094.16
12.82,64260.64
13.75,62265.77
19.92,89627.37
0.22,18643.42
0.46,21758.79
15.7,66132.28
4.19,41542.41
13.7,79902.47
10.07,53740.01
6.37,42091.15
4.63,39694.71
15.53,72081.77
3.42,44838.99
3.17,29001.18
8.84,51728.09
2.39,27243.23
12.83,77965.65
19.84,92589.32
14.96,181355.9
12.06,70056.56
7.89,61892.14
19.76,91565.1
17.6,79055.06
16.41,82176.07
4.6,35668.12
2.47,17662.41
3.56,45564.03
5.17,43370.18
1.63,25116.5
17.77,90199.74
3.7,38339.54
4.53,52141.0
17.76,90633.62
19.16,90814.67
4.44,46072.1
5.88,45305.17
16.0,82477.87
19.41,102727.81
12.99,61128.75
8.85,49074.74
13.49,68865.71
15.61,77435.61
2.25,42138.23
8.71,44153.29
17.15,84775.15
14.11,69973.5
3.08,49368.06
15.1,84935.7
13.35,73630.42
5.29,51276.16
6.88,38524.68
6.29,63228.49
19.86,87792.57
3.67,47916.1
16.59,87472.28
10.61,64259.08
17.61,96358.31
19.64,101702.94
19.22,93134.87
17.09,81424.92
8.27,54934.29
5.43,43166.58
6.39,50196.75
13.06,78884.38
6.84,52678.79
8.7,56921.16
1.59,25349.81
15.42,81568.07
2.23,19235.39
6.74,42211.8
11.81,71180.32
10.62,69263.74
17.86,87353.83
13.17,72716.09
15.78,83195.22
6.07,51692.7
2.65,32646.74
14.87,69169.42
3.07,38847.92
16.68,99058.08
18.86,83631.6
5.66,43789.64
15.22,75180.38
8.75,74919.27
5.98,38244.01
8.62,53896.37
12.94,67356.22
19.76,84130.01
6.0,35533.79
14.12,78963.09
6.7,54110.13
5.03,38121.58
12.64,80500.92
15.23,60283.66
14.35,65149.24
18.85,84383.23
2.15,32444.22
10.81,59239.2
5.82,43750.69
16.34,86067.44
1.24,40998.41
3.52,43725.69
15.44,79491.23
7.09,49183.76
13.64,81537.3
19.97,109969.28
9.2,62295.78
10.66,58388.06
19.51,95346.79
14.93,81890.04
3.94,34331.82
16.09,88227.05
10.32,63222.42
15.75,89433.12
11.97,59084.74
4.55,26981.38
16.29,78868.74
0.04,25331.75
17.76,72754.89
16.37,77434.98
19.4,103178.24
0.71,31753.91
8.75,56740.24
3.38,28392.93
7.48,61181.52
7.2,46846.63
11.95,67589.23
8.75,58879.31
19.31,93960.13
5.56,56378.39
8.38,58913.44
14.01,76752.57
5.53,43666.6
14.48,79122.03
14.17,72929.9
14.24,76371.71
13.5,69521.63
16.35,78226.76
19.9,87316.75
1.11,26704.02
9.94,57105.91
16.26,96550.67
0.0,32940.15
10.9,62088.52
13.2,67799.38
3.83,43342.43
8.02,68595.67
15.79,86634.07
1.33,15907.36
2.7,41345.99
16.36,90587.42
16.18,99238.3
11.81,64341.46
8.32,55241.62
2.11,35997.54
16.23,75688.79
4.83,35085.58
18.26,92118.22
15.52,66964.43
1.62,20129.32
12.71,76009.93
18.41,93426.53
17.58,96539.71
12.27,71640.57
3.44,37120.51
13.6,82929.48
13.32,68246.98
11.77,63544.72
5.31,43085.85
18.01,91624.5
10.05,59647.4
5.94,33917.68
5.1,40732.81
5.62,44418.79
9.22,58195.15
4.62,37564.4
10.35,65263.95
3.84,25557.44
5.42,47292.71
2.39,47719.46
7.15,45163.16
8.12,53878.76
8.07,51284.03
14.5,73900.76
9.67,50607.53
13.86,89442.84
0.66,30406.09
8.73,50194.83
1.8,25008.67
9.24,57839.15
12.3,50722.58
15.93,89194.33
11.0,59404.53
7.59,54675.51
5.29,46997.15
19.15,99743.39
3.97,42820.99
0.85,33914.55
2.52,41964.08
19.95,92183.39
18.12,105639.5
6.41,50241.04
0.08,25045.58
15.34,71975.59
6.01,44381.15
0.44,29765.3
9.13,57724.54
8.48,69310.5
7.24,47203.22
13.07,76170.2
14.52,66816.62
11.18,81608.53
0.28,16429.98
0.45,43163.39
17.63,85635.35
3.73,20174.57
7.96,63680.81
2.07,32905.51
4.59,37423.54
9.71,64108.21
4.71,46803.53
13.18,74452.45
7.35,59791.9
15.77,82213.07
12.04,72334.33
5.08,38603.44
16.17,87711.32
18.64,86106.88
2.4,24406.77
13.39,70226.35
12.62,66949.44
13.39,79301.89
0.62,15557.4
0.56,35717.88
5.9,40653.01
1.6,10897.15
7.32,40966.34
17.45,83609.17
7.09,53364.35
7.86,51432.84
5.35,34050.23
8.43,48283.95
15.95,71282.97
16.62,85232.44
8.42,53749.38
7.94,57690.41
3.9,24493.0
19.51,89020.25
6.22,63000.06
6.85,54113.26
8.6,52721.09
1.61,22731.51
6.57,56859.61
18.61,102402.3
1.49,21020.88
4.81,33401.42
4.36,42472.98
4.7,44433.14
19.09,95685.33
14.17,89345.84
18.4,81613.52
17.15,85351.61
12.49,74501.78
11.2,69869.96
10.18,55454.47
13.79,68400.73
14.04,70453.96
11.99,80589.68
8.98,48598.13
13.51,69680.97
3.13,42171.51
11.03,54896.86
10.39,63415.14
10.69,47230.99
10.22,62298.12
15.01,77937.43
15.15,79333.38
6.59,41119.33
7.02,51374.49
0.33,25841.64
2.27,43323.69
5.25,48465.48
15.31,67007.86
15.96,74191.57
4.96,37430.2
17.4,87325.95
7.51,49945.92
15.96,79477.59
9.34,80221.63
14.25,70778.87
7.13,61068.84
1.41,28763.57
5.08,25355.41
13.94,75326.84
18.36,98210.84
12.57,74047.99
15.38,80875.95
0.28,26178.45
15.2,74247.14
16.71,90657.51
8.25,50411.96
9.88,54449.7
1.05,31951.17
3.49,34823.9
1.13,39200.32
14.63,79934.03
16.0,74766.72
2.17,23448.86
18.43,84922.99
16.79,102470.52
11.53,63439.37
19.57,99546.39
17.65,76327.56
4.45,31920.27
19.08,90275.04
8.86,69615.94
3.1,25514.74
4.0,33968.41
13.68,80107.17
19.75,106869.8
8.91,59668.25
11.46,70526.38
6.0,38841.39
16.91,73598.66
2.3,23894.33
11.64,58770.45
11.72,67840.25
0.02,15322.68
18.81,92842.58
19.49,90682.47
9.35,53223.0
14.51,82875.21
16.97,76737.59
2.33,44654.98
1.69,37570.07
13.79,65330.87
11.19,73782.35
13.59,63691.66
11.44,75384.39
14.53,78510.89
3.1,23210.66
4.31,29730.24
4.74,38351.82
8.33,61098.77
15.19,76803.71
16.63,81632.81
8.03,53412.12
12.04,51182.81
5.9,52256.29
9.52,69021.65
18.82,97178.63
5.39,40462.12
15.76,73075.73
0.84,19298.1
6.9,40101.88
13.18,89231.19
15.52,78689.48
11.84,73690.45
17.38,92642.65
16.42,83595.89
12.35,60772.11
6.96,53518.16
7.27,41799.55
12.3,72875.22
13.13,62663.61
7.89,49131.79
7.95,49323.55
3.54,48566.19
0.01,5547.36
9.23,75950.69
16.62,76711.65
15.33,77670.99
19.88,97882.28
13.39,74479.33
4.68,48122.95
13.55,77297.4
16.57,99289.48
12.82,75722.56
9.63,57781.8
12.37,63871.77
0.52,22175.35
5.3,53903.83
3.15,50083.23
8.27,-49144.24
17.86,62197.19
3.76,20179.26
1.42,29908.43
15.54,78051.0
17.36,85912.48
10.63,72211.58
7.53,60974.78
8.61,56536.75
13.18,58938.37
16.63,73353.97
3.79,38800.26
18.05,91492.66
13.15,61278.84
14.77,81964.51
1.74,17064.85
18.37,67978.85
10.56,54972.6
7.24,61332.01
7.98,65103.9
5.86,32752.87
3.26,24260.17
0.69,33513.6
5.29,39983.05
9.93,70693.81
13.34,77630.53
14.67,83665.4
11.91,60117.24
2.32,36674.84
8.63,71339.47
13.35,72856.38
14.86,76662.28
6.49,44229.93
18.57,77175.41
15.91,71885.14
17.03,77486.58
13.33,58503.75
8.28,41615.38
18.68,70806.32
18.03,81841.08
16.57,88395.26
17.82,84846.75
18.33,86666.87
14.93,83379.23
4.01,52535.25
10.77,80884.95
12.32,69275.66
15.47,76881.73
9.9,56355.67
10.26,65630.59
19.91,93439.1
9.04,55432.53
2.6,33408.93
14.19,67140.77
7.25,31720.35
4.97,37043.83
12.57,80652.17
19.09,103089.55
6.26,54414.88
7.45,47109.16
9.31,51260.19
13.76,86156.38
7.92,44051.38
8.5,55071.47
14.02,87579.33
19.7,94951.03
6.33,44807.46
11.71,75251.63
15.89,81184.39
4.24,41418.32
16.37,94400.04
7.1,29485.74
2.22,35642.33
0.5,20612.63
0.66,25658.29
15.95,81738.62
13.5,66841.94
15.87,82372.49
15.06,80789.26
7.62,53295.92
18.66,91202.61
17.56,85515.38
6.97,48601.15
15.46,79741.01
16.39,74836.75
9.77,69353.44
2.41,32700.42
6.68,45156.97
19.78,97383.54
14.32,74197.96
15.49,89170.75
18.24,95992.17
4.06,39936.92
19.37,100299.6
10.36,63152.09
14.89,67894.6
6.36,54393.66
6.59,32854.92
7.19,22037.14
6.96,54948.09
1.25,32923.72
6.19,49684.22
12.95,81433.1
18.04,87940.38
0.83,24890.57
0.33,32537.1
11.85,60757.59
13.99,72072.33
12.16,69597.28
19.46,95773.37
4.58,38356.58
9.62,54763.3
18.32,80153.79
12.35,61927.41
11.54,79951.25
18.66,88174.3
6.78,50237.21
3.14,24072.08
2.58,54551.85
16.44,75639.34
17.14,75585.79
4.68,40882.02
9.14,49855.16
11.7,68859.47
2.78,22639.24
16.98,93513.14
8.38,61840.35
17.27,84493.72
15.2,64961.21
5.9,39148.77
14.33,75660.4
14.81,67165.26
6.23,38405.83
5.07,51155.88
16.47,83879.28
13.56,73441.96
14.79,80989.8
6.26,45603.28
14.44,75077.54
14.29,78649.34
6.67,54801.11
5.41,47917.03
8.63,66880.74
14.78,76933.5
3.87,27773.75
17.49,94904.53
5.11,40908.63
16.79,77624.84
3.12,41605.46
14.79,79727.02
11.23,54067.66
13.23,76667.17
19.48,108184.1
1.05,31268.0
2.98,33389.42
1.58,17181.89
10.39,77784.33
16.06,77060.83
1.1,17573.83
15.59,80445.23
8.66,63379.9
18.83,100787.32
7.65,46410.97
19.69,93133.65
11.13,63959.81
19.8,102111.99
12.64,73974.69
6.93,51408.5
16.07,88557.22
9.74,48190.67
6.18,49983.56
9.57,60256.25
17.44,85633.83
14.65,74264.12
3.48,38237.01
16.77,79140.34
8.63,77017.63
1.66,41672.59
2.94,44045.33
1.32,25394.04
13.53,64703.6
5.15,41333.91
1.93,32657.71
7.31,39009.76
17.34,89527.44
12.57,77668.16
9.72,41150.5
14.66,69120.68
1.52,40135.33
17.66,89785.74
3.55,30510.95
0.43,32379.61
7.25,45611.51
1.17,27202.34
3.34,27584.5
14.78,76865.22
8.09,61476.84
0.14,21662.88
12.88,75226.66
14.14,74098.5
18.04,96769.5
3.09,32117.88
17.14,97441.76
14.17,80062.27
11.27,66405.7
5.24,45567.96
9.16,53329.1
3.97,34644.23
14.35,77336.15
14.07,64661.42
3.83,33593.56
5.05,35185.13
18.02,92652.4
9.43,62714.16
11.02,73720.78
19.17,89426.55
4.14,33029.52
12.54,57144.74
15.48,81348.65
6.39,58535.13
6.18,46020.28
17.94,87990.4
1.99,31908.7
3.15,38046.98
8.22,61743.26
15.97,96240.88
9.1,60835.86
5.41,48453.78
8.41,52506.53
8.91,55319.73
14.54,74921.3
17.38,82883.33
6.43,48507.78
14.17,79596.77
14.03,74605.64
15.34,76442.17
11.51,66276.23
0.29,18350.04
13.12,77337.44
12.25,64555.56
12.23,58566.61
5.63,48384.86
1.96,35943.04
3.79,31375.23
4.32,45122.91
3.47,42223.86
4.89,57916.63
1.37,27928.22
5.39,43417.79
19.96,89997.59
10.23,64746.09
6.89,49072.77
14.41,83337.54
9.39,54390.63
0.59,30839.7
10.95,61414.52
6.08,31544.82
11.42,70007.2
3.46,23140.86
9.65,57502.62
3.87,37403.87
5.98,45850.12
13.74,73480.02
4.55,41235.43
8.34,57104.2
1.46,29249.85
13.74,94026.94
10.78,59986.88
16.28,72184.46
10.7,51175.18
19.88,99861.02
4.82,29146.15
14.84,67269.47
8.65,44432.79
7.52,54974.65
14.63,86852.71
19.11,84337.42
15.11,81266.71
6.6,27013.03
10.2,54734.45
4.34,45019.6
12.4,65918.28
8.05,61133.33
4.56,23103.79
0.42,20596.68
18.51,93394.67
1.58,34039.02
6.59,52187.14
3.81,39991.85
9.88,50435.91
3.9,32413.22
14.72,95065.85
4.5,30662.34
3.71,26657.4
4.34,45621.1
5.95,37355.27
12.84,84265.91
4.19,61549.56
13.94,71852.0
8.6,57587.58
3.94,24193.34
4.8,50055.96
10.55,44004.27
7.57,40787.73
10.27,61909.37
16.25,86261.83
0.92,16337.01
7.87,48212.48
8.31,40788.41
5.02,40027.98
8.84,49525.51
11.33,59578.74
11.7,71156.8
13.4,74140.89
1.54,34863.32
9.2,56166.92
15.15,83768.34
9.1,56572.4
13.13,67022.94
11.81,70895.98
9.29,54142.95
1.58,27889.09
12.66,77871.91
10.69,70208.61
0.11,23020.82
4.14,46462.83
1.23,19072.59
11.4,62585.69
0.3,20045.95
16.85,83955.46
18.95,97198.47
19.51,97735.95
4.53,44217.95
9.9,60759.79
17.82,86106.86
13.75,82722.95
5.97,33540.0
16.68,78042.47
11.48,68465.79
14.6,88321.97
19.39,90091.96
19.95,92738.22
10.1,50018.17
3.13,31630.73
12.39,74034.99
12.88,82704.09
11.44,62703.86
8.44,48151.63
11.63,66267.23
10.68,49465.38
18.89,101013.14
16.75,73786.17
7.87,55068.58
11.42,67352.61
11.32,69645.63
10.21,62795.01
1.16,29086.29
14.25,78310.4
14.63,82866.46
9.68,73264.59
18.03,79289.95
19.68,79162.16
16.26,69528.75
18.56,75444.22
9.75,49527.73
18.28,78383.99
18.7,87120.94
12.47,75490.68
3.01,40562.36
3.05,30683.69
9.45,53774.54
14.71,92576.85
10.03,64855.87
16.0,82371.15
15.4,79857.2
4.07,36938.59
2.66,50318.62
14.12,72889.64
6.41,48621.0
18.63,77007.25
17.37,80704.62
9.02,52180.92
11.61,69525.76
16.94,78095.52
17.43,86382.34
11.14,59137.36
19.44,84228.79
10.42,52337.46
0.82,26490.36
11.25,65213.17
15.54,77840.68
19.7,87282.56
2.11,31273.75
8.81,53255.91
11.73,57730.55
17.63,87367.13
14.32,89594.91
4.62,39990.57
17.19,73468.6
13.28,83245.39
17.9,97717.96
16.69,94866.39
2.59,33710.63
19.21,85964.51
